date,price,type,Continuous-target,class-target
10/03/2020,288.41,close,-7.71,0
11/03/2020,280.7,open,-6.45,0
11/03/2020,274.25,close,-18.25,0
12/03/2020,256,open,-0.76,0
12/03/2020,255.24,close,7.85,1
13/03/2020,263.09,open,7.11,1
13/03/2020,270.2,close,-29.02,0
16/03/2020,241.18,open,-0.115,0
16/03/2020,241.065,close,3.975,1
17/03/2020,245.04,open,9.15,1
17/03/2020,254.19,close,-17.94,0
18/03/2020,236.25,open,-0.56,0
18/03/2020,235.69,close,3.56,1
19/03/2020,239.25,open,1.3,1
19/03/2020,240.55,close,1.92,1
20/03/2020,242.47,open,-13.07,0
20/03/2020,229.4,close,-1.21,0
23/03/2020,228.19,open,-5.51,0
23/03/2020,222.68,close,11.74,1
24/03/2020,234.42,open,7.58,1
24/03/2020,242,close,2.86,1
25/03/2020,244.86,open,1.93,1
25/03/2020,246.79,close,2.73,1
26/03/2020,249.52,open,11.41,1
26/03/2020,260.93,close,-7.66,0
27/03/2020,253.27,open,0.73,1
27/03/2020,254,close,1.7,1
30/03/2020,255.7,open,5.86,1
30/03/2020,261.56,close,-0.98,0
31/03/2020,260.58,open,-3.22,0
31/03/2020,257.36,close,-9.38,0
01/04/2020,247.98,open,-1.94,0
01/04/2020,246.04,close,-0.85,0
02/04/2020,245.19,open,6.74,1
02/04/2020,251.93,close,-1.17,0
03/04/2020,250.76,open,-2.81,0
03/04/2020,247.95,close,9.89,1
06/04/2020,257.84,open,6.9,1
06/04/2020,264.74,close,9.47,1
07/04/2020,274.21,open,-9.03,0
07/04/2020,265.18,close,2.78,1
08/04/2020,267.96,open,6.04,1
08/04/2020,274,close,3.58,1
09/04/2020,277.58,open,0.64,1
09/04/2020,278.22,close,-1.08,0
13/04/2020,277.14,open,-1.51,0
13/04/2020,275.63,close,5.35,1
14/04/2020,280.98,open,2.82,1
14/04/2020,283.8,close,-6.23,0
15/04/2020,277.57,open,0.18,1
15/04/2020,277.75,close,1.4,1
16/04/2020,279.15,open,-0.19,0
16/04/2020,278.96,close,6.42,1
17/04/2020,285.38,open,1.16,1
17/04/2020,286.54,close,-3.93,0
20/04/2020,282.61,open,-0.85,0
20/04/2020,281.76,close,-5.03,0
21/04/2020,276.73,open,-3.56,0
21/04/2020,273.17,close,5.18,1
22/04/2020,278.35,open,0.69,1
22/04/2020,279.04,close,1.45,1
23/04/2020,280.49,open,-1.48,0
23/04/2020,279.01,close,1.72,1
24/04/2020,280.73,open,2.16,1
24/04/2020,282.89,close,2.23,1
27/04/2020,285.12,open,1.98,1
27/04/2020,287.1,close,3.92,1
28/04/2020,291.02,open,-5.33,0
28/04/2020,285.69,close,5.85,1
29/04/2020,291.54,open,1.61,1
29/04/2020,293.15,close,-1.44,0
30/04/2020,291.71,open,-1.08,0
30/04/2020,290.63,close,-5.32,0
01/05/2020,285.31,open,-2.48,0
01/05/2020,282.83,close,-2.1,0
04/05/2020,280.73,open,2.86,1
04/05/2020,283.59,close,3.05,1
05/05/2020,286.64,open,-0.49,0
05/05/2020,286.15,close,1.9,1
06/05/2020,288.05,open,-3.71,0
06/05/2020,284.34,close,3.41,1
07/05/2020,287.75,open,-0.05,0
07/05/2020,287.7,close,3.39,1
08/05/2020,291.09,open,1.42,1
08/05/2020,292.51,close,-2.17,0
11/05/2020,290.34,open,2.28,1
11/05/2020,292.62,close,1.17,1
12/05/2020,293.79,open,-7.24,0
12/05/2020,286.55,close,-0.49,0
13/05/2020,286.06,open,-4.57,0
13/05/2020,281.49,close,-2.54,0
14/05/2020,278.95,open,6.09,1
14/05/2020,285.04,close,-2.67,0
15/05/2020,282.37,open,3.92,1
15/05/2020,286.29,close,6.76,1
18/05/2020,293.05,open,1.89,1
18/05/2020,294.94,close,-0.59,0
19/05/2020,294.35,open,-2.14,0
19/05/2020,292.21,close,3.61,1
20/05/2020,295.82,open,1.21,1
20/05/2020,297.03,close,-0.24,0
21/05/2020,296.79,open,-1.96,0
21/05/2020,294.83,close,-0.26,0
22/05/2020,294.57,open,0.91,1
22/05/2020,295.48,close,6.45,1
26/05/2020,301.93,open,-2.73,0
26/05/2020,299.2,close,2.92,1
27/05/2020,302.12,open,1.43,1
27/05/2020,303.55,close,1.1,1
28/05/2020,304.65,open,-1.58,0
28/05/2020,303.07,close,-0.61,0
29/05/2020,302.46,open,2.03,1
29/05/2020,304.49,close,-0.87,0
01/06/2020,303.62,open,1.83,1
01/06/2020,305.45,close,1.1,1
02/06/2020,306.55,open,1.53,1
02/06/2020,308.08,close,2.16,1
03/06/2020,310.24,open,1.85,1
03/06/2020,312.09,close,-0.98,0
04/06/2020,311.11,open,0.23,1
04/06/2020,311.34,close,5.89,1
05/06/2020,317.23,open,2.17,1
05/06/2020,319.4,close,0.82,1
08/06/2020,320.22,open,2.93,1
08/06/2020,323.15,close,-2.85,0
09/06/2020,320.3,open,0.64,1
09/06/2020,320.94,close,0.48,1
10/06/2020,321.42,open,-2.39,0
10/06/2020,319.03,close,-7.57,0
11/06/2020,311.46,open,-10.77,0
11/06/2020,300.69,close,7.55,1
12/06/2020,308.24,open,-3.86,0
12/06/2020,304.38,close,-6.36,0
15/06/2020,298.02,open,9.09,1
15/06/2020,307.11,close,8.37,1
16/06/2020,315.48,open,-2.73,0
16/06/2020,312.75,close,1.32,1
17/06/2020,314.07,open,-2.41,0
17/06/2020,311.66,close,-1.655,0
18/06/2020,310.005,open,1.755,1
18/06/2020,311.76,close,2.41,1
19/06/2020,314.17,open,-5.63,0
19/06/2020,308.54,close,-0.55,0
22/06/2020,307.99,open,2.68,1
22/06/2020,310.67,close,2.82,1
23/06/2020,313.49,open,-1.49,0
23/06/2020,312,close,-2.15,0
24/06/2020,309.85,open,-5.64,0
24/06/2020,304.21,close,-0.74,0
25/06/2020,303.47,open,3.79,1
25/06/2020,307.26,close,-1.1,0
26/06/2020,306.16,open,-6.07,0
26/06/2020,300.09,close,1.32,1
29/06/2020,301.41,open,3.15,1
29/06/2020,304.56,close,-0.55,0
30/06/2020,304.01,open,4.93,1
30/06/2020,308.94,close,0.6,1
01/07/2020,309.54,open,1.03,1
01/07/2020,310.57,close,3.67,1
02/07/2020,314.24,open,-2.05,0
02/07/2020,312.19,close,4.18,1
06/07/2020,316.37,open,0.64,1
06/07/2020,317.01,close,-1.63,0
07/07/2020,315.38,open,-1.61,0
07/07/2020,313.77,close,0.84,1
08/07/2020,314.61,open,1.55,1
08/07/2020,316.16,close,0.68,1
09/07/2020,316.84,open,-2.24,0
09/07/2020,314.6,close,-0.29,0
10/07/2020,314.31,open,3.33,1
10/07/2020,317.64,close,2.49,1
13/07/2020,320.13,open,-5.32,0
13/07/2020,314.81,close,-1.51,0
14/07/2020,313.3,open,5.63,1
14/07/2020,318.93,close,3.48,1
15/07/2020,322.41,open,-0.43,0
15/07/2020,321.98,close,-2.19,0
16/07/2020,319.79,open,1.07,1
16/07/2020,320.86,close,1.03,1
17/07/2020,321.89,open,-0.19,0
17/07/2020,321.7,close,-0.27,0
20/07/2020,321.43,open,2.84,1
20/07/2020,324.27,close,2.18,1
21/07/2020,326.45,open,-1.55,0
21/07/2020,324.9,close,-0.28,0
22/07/2020,324.62,open,2.2,1
22/07/2020,326.82,close,-0.35,0
23/07/2020,326.47,open,-3.52,0
23/07/2020,322.95,close,-2,0
24/07/2020,320.95,open,-0.04,0
24/07/2020,320.91,close,0.71,1
27/07/2020,321.62,open,1.65,1
27/07/2020,323.27,close,-0.84,0
28/07/2020,322.43,open,-1.13,0
28/07/2020,321.3,close,0.82,1
29/07/2020,322.12,open,2.89,1
29/07/2020,325.01,close,-3.11,0
30/07/2020,321.9,open,2.08,1
30/07/2020,323.98,close,1.92,1
31/07/2020,325.9,open,0.5,1
31/07/2020,326.4,close,1.92,1
03/08/2020,328.32,open,0.35,1
03/08/2020,328.67,close,-0.81,0
04/08/2020,327.86,open,2.14,1
04/08/2020,330,close,1.47,1
05/08/2020,331.47,open,0.56,1
05/08/2020,332.03,close,-0.5501,0
06/08/2020,331.4799,open,2.8401,1
06/08/2020,334.32,close,-1.04,0
07/08/2020,333.28,open,1.29,1
07/08/2020,334.57,close,0.49,1
10/08/2020,335.06,open,0.5,1
10/08/2020,335.56,close,1.29,1
11/08/2020,336.85,open,-4.03,0
11/08/2020,332.82,close,2.62,1
12/08/2020,335.44,open,1.87,1
12/08/2020,337.31,close,-0.7,0
13/08/2020,336.61,open,0.2,1
13/08/2020,336.81,close,-0.4,0
14/08/2020,336.41,open,0.44,1
14/08/2020,336.85,close,1.09,1
17/08/2020,337.94,open,-0.02,0
17/08/2020,337.92,close,0.42,1
18/08/2020,338.34,open,0.255,1
18/08/2020,338.595,close,0.455,1
19/08/2020,339.05,open,-1.92,0
19/08/2020,337.13,close,-1.77,0
20/08/2020,335.36,open,2.95,1
20/08/2020,338.31,close,-0.39,0
21/08/2020,337.92,open,1.53,1
21/08/2020,339.45,close,2.67,1
24/08/2020,342.12,open,0.78,1
24/08/2020,342.9,close,0.63,1
25/08/2020,343.53,open,0.62,1
25/08/2020,344.15,close,0.61,1
26/08/2020,344.76,open,2.85,1
26/08/2020,347.61,close,0.9,1
27/08/2020,348.51,open,-0.17,0
27/08/2020,348.34,close,1.1,1
28/08/2020,349.44,open,1.13,1
28/08/2020,350.57,close,-0.22,0
31/08/2020,350.35,open,-0.5294,0
31/08/2020,349.8206,close,0.3894,1
01/09/2020,350.21,open,2.47,1
01/09/2020,352.68,close,1.99,1
02/09/2020,354.67,open,3.11,1
02/09/2020,357.78,close,-1.91,0
03/09/2020,355.87,open,-10.34,0
03/09/2020,345.53,close,0.6,1
04/09/2020,346.13,open,-3.78,0
04/09/2020,342.35,close,-5.64,0
08/09/2020,336.71,open,-3.44,0
08/09/2020,333.27,close,4.28,1
09/09/2020,337.55,open,2.22,1
09/09/2020,339.77,close,2.05,1
10/09/2020,341.82,open,-7.69,0
10/09/2020,334.13,close,1.69,1
11/09/2020,335.82,open,-1.73,0
11/09/2020,334.09,close,3.4,1
14/09/2020,337.49,open,0.95,1
14/09/2020,338.44,close,2.68,1
15/09/2020,341.12,open,-1,0
15/09/2020,340.12,close,1.39,1
16/09/2020,341.51,open,-2.63,0
16/09/2020,338.88,close,-5.32,0
17/09/2020,333.56,open,2.31,1
17/09/2020,335.87,close,-0.51,0
18/09/2020,335.36,open,-4.59,0
18/09/2020,330.77,close,-5.07,0
21/09/2020,325.7,open,1.42,1
21/09/2020,327.12,close,1.45,1
22/09/2020,328.57,open,1.73,1
22/09/2020,330.3,close,0.6,1
23/09/2020,330.9,open,-8.36,0
23/09/2020,322.54,close,-1.32,0
24/09/2020,321.22,open,2.2,1
24/09/2020,323.42,close,-0.84,0
25/09/2020,322.58,open,6.14,1
25/09/2020,328.72,close,4.5,1
28/09/2020,333.22,open,1.03,1
28/09/2020,334.25,close,-0.28,0
29/09/2020,333.97,open,-1.54,0
29/09/2020,332.43,close,0.66,1
30/09/2020,333.09,open,1.23,1
30/09/2020,334.32,close,3.37,1
01/10/2020,337.69,open,-0.72,0
01/10/2020,336.97,close,-5.31,0
02/10/2020,331.66,open,2.22,1
02/10/2020,333.88,close,2.18,1
05/10/2020,336.06,open,3.66,1
05/10/2020,339.72,close,0.19,1
06/10/2020,339.91,open,-4.96,0
06/10/2020,334.95,close,3.17,1
07/10/2020,338.12,open,2.63,1
07/10/2020,340.75,close,2.1,1
08/10/2020,342.85,open,0.8,1
08/10/2020,343.65,close,1.91,1
09/10/2020,345.56,open,1.17,1
09/10/2020,346.73,close,2.86,1
12/10/2020,349.59,open,2.77,1
12/10/2020,352.36,close,-0.08,0
13/10/2020,352.28,open,-2.11,0
13/10/2020,350.17,close,0.58,1
14/10/2020,350.75,open,-2.82,0
14/10/2020,347.93,close,-4.22,0
15/10/2020,343.71,open,3.83,1
15/10/2020,347.54,close,1.42,1
16/10/2020,348.96,open,-1.64,0
16/10/2020,347.32,close,1.33,1
19/10/2020,348.65,open,-6.52,0
19/10/2020,342.13,close,1.33,1
20/10/2020,343.46,open,-0.16,0
20/10/2020,343.3,close,0.03,1
21/10/2020,343.33,open,-0.68,0
21/10/2020,342.65,close,0.31,1
22/10/2020,342.96,open,1.68,1
22/10/2020,344.64,close,1.29,1
23/10/2020,345.93,open,-0.31,0
23/10/2020,345.62,close,-3.49,0
26/10/2020,342.13,open,-2.72,0
26/10/2020,339.41,close,0.35,1
27/10/2020,339.76,open,-1.43,0
27/10/2020,338.33,close,-6.23,0
28/10/2020,332.1,open,-5.4,0
28/10/2020,326.7,close,0.21,1
29/10/2020,326.91,open,3.17,1
29/10/2020,330.08,close,-1.8,0
30/10/2020,328.28,open,-1.59,0
30/10/2020,326.69,close,3.51,1
02/11/2020,330.2,open,-0.01,0
02/11/2020,330.19,close,3.5,1
03/11/2020,333.69,open,2.23,1
03/11/2020,335.92,close,4.967,1
04/11/2020,340.887,open,2.653,1
04/11/2020,343.54,close,5.7,1
05/11/2020,349.24,open,0.95,1
05/11/2020,350.19,close,-0.26,0
06/11/2020,349.93,open,0.25,1
06/11/2020,350.18,close,13.79,1
09/11/2020,363.97,open,-9.35,0
09/11/2020,354.62,close,-1.13,0
10/11/2020,353.49,open,0.59,1
10/11/2020,354.08,close,2.32,1
11/11/2020,356.4,open,0.32,1
11/11/2020,356.72,close,-1.14,0
12/11/2020,355.58,open,-2.24,0
12/11/2020,353.34,close,1.93,1
13/11/2020,355.27,open,2.83,1
13/11/2020,358.1,close,2.88,1
16/11/2020,360.98,open,1.6,1
16/11/2020,362.58,close,-2.61,0
17/11/2020,359.97,open,0.85,1
17/11/2020,360.82,close,0.09,1
18/11/2020,360.91,open,-4.66,0
18/11/2020,356.25,close,-0.65,0
19/11/2020,355.6,open,2.36,1
19/11/2020,357.96,close,-0.46,0
20/11/2020,357.5,open,-2.15,0
20/11/2020,355.35,close,1.93,1
23/11/2020,357.28,open,0.25,1
23/11/2020,357.53,close,2.68,1
24/11/2020,360.21,open,2.93,1
24/11/2020,363.14,close,-0.01,0
25/11/2020,363.13,open,-0.64,0
25/11/2020,362.49,close,1.35,1
27/11/2020,363.84,open,-0.13,0
27/11/2020,363.71,close,-0.88,0
30/11/2020,362.83,open,-0.62,0
30/11/2020,362.21,close,3.36,1
01/12/2020,365.57,open,0.27,1
01/12/2020,365.84,close,-1.02,0
02/12/2020,364.82,open,2,1
02/12/2020,366.82,close,-0.14,0
03/12/2020,366.68,open,-0.01,0
03/12/2020,366.67,close,0.65,1
04/12/2020,367.32,open,2.46,1
04/12/2020,369.78,close,-0.76,0
07/12/2020,369.02,open,0.14,1
07/12/2020,369.16,close,-1.44,0
08/12/2020,367.72,open,2.47,1
08/12/2020,370.19,close,0.69,1
09/12/2020,370.88,open,-4.11,0
09/12/2020,366.77,close,-1.4,0
10/12/2020,365.37,open,1.5,1
10/12/2020,366.87,close,-1.97,0
11/12/2020,364.9,open,1.24,1
11/12/2020,366.14,close,2.5,1
14/12/2020,368.64,open,-3.74,0
14/12/2020,364.9,close,2.5,1
15/12/2020,367.4,open,2.16,1
15/12/2020,369.56,close,0.26,1
16/12/2020,369.82,open,0.24,1
16/12/2020,370.06,close,1.88,1
17/12/2020,371.94,open,0.25,1
17/12/2020,372.19,close,-1.22,0
18/12/2020,370.97,open,-1.82,0
18/12/2020,369.15,close,-4.18,0
21/12/2020,364.97,open,2.68,1
21/12/2020,367.65,close,0.56,1
22/12/2020,368.21,open,-0.91,0
22/12/2020,367.3,close,0.98,1
23/12/2020,368.28,open,-0.79,0
23/12/2020,367.49,close,0.59,1
24/12/2020,368.08,open,0.95,1
24/12/2020,369.03,close,2.71,1
28/12/2020,371.74,open,0.48,1
28/12/2020,372.22,close,1.59,1
29/12/2020,373.81,open,-2.19,0
29/12/2020,371.62,close,0.72,1
30/12/2020,372.34,open,-0.31,0
30/12/2020,372.03,close,-0.25,0
31/12/2020,371.78,open,2.47,1
31/12/2020,374.25,close,1.06,1
04/01/2021,375.31,open,-6.34,0
04/01/2021,368.97,close,-0.87,0
05/01/2021,368.1,open,3.3,1
05/01/2021,371.4,close,-1.69,0
06/01/2021,369.71,open,3.7,1
06/01/2021,373.41,close,2.69,1
07/01/2021,376.1,open,3.03,1
07/01/2021,379.13,close,1.46,1
08/01/2021,380.59,open,0.7,1
08/01/2021,381.29,close,-3.44,0
11/01/2021,377.85,open,0.85,1
11/01/2021,378.7,close,0.19,1
12/01/2021,378.89,open,-0.23,0
12/01/2021,378.66,close,0.03,1
13/01/2021,378.69,open,1.01,1
13/01/2021,379.7,close,0.89,1
14/01/2021,380.59,open,-2.01,0
14/01/2021,378.58,close,-1.86,0
15/01/2021,376.72,open,-1.05,0
15/01/2021,375.67,close,2.68,1
19/01/2021,378.35,open,0.29,1
19/01/2021,378.64,close,2.47,1
20/01/2021,381.11,open,2.69,1
20/01/2021,383.8,close,0.69,1
21/01/2021,384.49,open,-0.34,0
21/01/2021,384.15,close,-1.9,0
22/01/2021,382.25,open,0.57,1
22/01/2021,382.82,close,0.85,1
25/01/2021,383.67,open,0.87,1
25/01/2021,384.54,close,0.87,1
26/01/2021,385.41,open,-1.66,0
26/01/2021,383.75,close,-3.53,0
27/01/2021,380.22,open,-5.57,0
27/01/2021,374.65,close,1.71,1
28/01/2021,376.36,open,1.16,1
28/01/2021,377.52,close,-1.89,0
29/01/2021,375.63,open,-5.49,0
29/01/2021,370.14,close,3.58,1
01/02/2021,373.72,open,2.3,1
01/02/2021,376.02,close,3.63,1
02/02/2021,379.65,open,1.6,1
02/02/2021,381.25,close,1.185,1
03/02/2021,382.435,open,-0.595,0
03/02/2021,381.84,close,1.12,1
04/02/2021,382.96,open,3.15,1
04/02/2021,386.11,close,2.08,1
05/02/2021,388.19,open,-0.56,0
05/02/2021,387.63,close,1.64,1
08/02/2021,389.27,open,1.25,1
08/02/2021,390.52,close,-0.91,0
09/02/2021,389.61,open,0.7,1
09/02/2021,390.31,close,1.81,1
10/02/2021,392.12,open,-1.95,0
10/02/2021,390.17,close,1.07,1
11/02/2021,391.24,open,-0.53,0
11/02/2021,390.71,close,-0.86,0
12/02/2021,389.85,open,2.88,1
12/02/2021,392.73,close,1.23,1
16/02/2021,393.96,open,-1.58,0
16/02/2021,392.38,close,-1.96,0
17/02/2021,390.42,open,2.03,1
17/02/2021,392.45,close,-2.86,0
18/02/2021,389.59,open,1.23,1
18/02/2021,390.82,close,1.25,1
19/02/2021,392.07,open,-2.02,0
19/02/2021,390.05,close,-2.99,0
22/02/2021,387.06,open,0.02,1
22/02/2021,387.08,close,-2.42,0
23/02/2021,384.66,open,2.86,1
23/02/2021,387.52,close,-1.19,0
24/02/2021,386.33,open,5.51,1
24/02/2021,391.84,close,-1.43,0
25/02/2021,390.41,open,-8.04,0
25/02/2021,382.37,close,1.98,1
26/02/2021,384.35,open,-4.34,0
26/02/2021,380.01,close,5.58,1
01/03/2021,385.59,open,3.84,1
01/03/2021,389.43,close,0.39,1
02/03/2021,389.82,open,-3.26,0
02/03/2021,386.56,close,-0.77,0
03/03/2021,385.79,open,-4.39,0
03/03/2021,381.4,close,-0.18,0
04/03/2021,381.22,open,-4.5401,0
04/03/2021,376.6799,close,3.7801,1
05/03/2021,380.46,open,3.1,1
05/03/2021,383.56,close,1.1,1
08/03/2021,384.66,open,-2.94,0
08/03/2021,381.72,close,4.13,1
09/03/2021,385.85,open,1.28,1
09/03/2021,387.13,close,2.56,1
10/03/2021,389.69,open,-0.3,0
10/03/2021,389.39,close,2.84,1
11/03/2021,392.23,open,1.23,1
11/03/2021,393.46,close,-1.39,0
12/03/2021,392.07,open,1.93,1
12/03/2021,394,close,0.33,1
15/03/2021,394.33,open,2.15,1
15/03/2021,396.48,close,0.59,1
16/03/2021,397.07,open,-1.21,0
16/03/2021,395.86,close,-1.33,0
17/03/2021,394.53,open,2.68,1
17/03/2021,397.21,close,-2.735,0
18/03/2021,394.475,open,-2.945,0
18/03/2021,391.53,close,-1.65,0
19/03/2021,389.88,open,-0.31,0
19/03/2021,389.57,close,0.46,1
22/03/2021,390.03,open,2.52,1
22/03/2021,392.55,close,-0.64,0
23/03/2021,391.91,open,-2.28,0
23/03/2021,389.63,close,1.37,1
24/03/2021,391,open,-3.37,0
24/03/2021,387.63,close,-1.65,0
25/03/2021,385.98,open,3.74,1
25/03/2021,389.72,close,1.21,1
26/03/2021,390.93,open,4.98,1
26/03/2021,395.91,close,-1.51,0
29/03/2021,394.4,open,1.36,1
29/03/2021,395.76,close,-1.34,0
30/03/2021,394.42,open,0.27,1
30/03/2021,394.69,close,0.65,1
31/03/2021,395.34,open,0.99,1
31/03/2021,396.33,close,2.07,1
01/04/2021,398.4,open,2.21,1
01/04/2021,400.61,close,2.85,1
05/04/2021,403.46,open,2.9,1
05/04/2021,406.36,close,-0.6,0
06/04/2021,405.76,open,0.36,1
06/04/2021,406.12,close,-0.18,0
07/04/2021,405.94,open,0.65,1
07/04/2021,406.59,close,1.34,1
08/04/2021,407.93,open,0.59,1
08/04/2021,408.52,close,-0.13,0
09/04/2021,408.39,open,3.1,1
09/04/2021,411.49,close,-0.64,0
12/04/2021,410.85,open,0.79,1
12/04/2021,411.64,close,-0.11,0
13/04/2021,411.53,open,1.33,1
13/04/2021,412.86,close,-0.03,0
14/04/2021,412.83,open,-1.38,0
14/04/2021,411.45,close,2.29,1
15/04/2021,413.74,open,2.13,1
15/04/2021,415.87,close,1.38,1
16/04/2021,417.25,open,0.01,1
16/04/2021,417.26,close,-1,0
19/04/2021,416.26,open,-1.05,0
19/04/2021,415.21,close,-1.3,0
20/04/2021,413.91,open,-1.74,0
20/04/2021,412.17,close,-0.66,0
21/04/2021,411.51,open,4.56,1
21/04/2021,416.07,close,-0.18,0
22/04/2021,415.89,open,-3.62,0
22/04/2021,412.27,close,0.6,1
23/04/2021,412.87,open,3.87,1
23/04/2021,416.74,close,0.7,1
26/04/2021,417.44,open,0.17,1
26/04/2021,417.61,close,0.32,1
27/04/2021,417.93,open,-0.41,0
27/04/2021,417.52,close,0.29,1
28/04/2021,417.81,open,-0.41,0
28/04/2021,417.4,close,2.92,1
29/04/2021,420.32,open,-0.26,0
29/04/2021,420.06,close,-2.43,0
30/04/2021,417.63,open,-0.33,0
30/04/2021,417.3,close,2.13,1
03/05/2021,419.43,open,-1.23,0
03/05/2021,418.2,close,-2.13,0
04/05/2021,416.07,open,-0.45,0
04/05/2021,415.62,close,1.76,1
05/05/2021,417.38,open,-1.63,0
05/05/2021,415.75,close,0.08,1
06/05/2021,415.83,open,3.24,1
06/05/2021,419.07,close,0.82,1
07/05/2021,419.89,open,2.23,1
07/05/2021,422.12,close,0.38,1
10/05/2021,422.5,open,-4.56,0
10/05/2021,417.94,close,-4.84,0
11/05/2021,413.1,open,1.11,1
11/05/2021,414.21,close,-2.98,0
12/05/2021,411.23,open,-5.82,0
12/05/2021,405.41,close,1.66,1
13/05/2021,407.07,open,3.21,1
13/05/2021,410.28,close,2.93,1
14/05/2021,413.21,open,3.37,1
14/05/2021,416.58,close,-1.19,0
17/05/2021,415.39,open,0.09,1
17/05/2021,415.48,close,0.32,1
18/05/2021,415.8,open,-3.78,0
18/05/2021,412.02,close,-5.1,0
19/05/2021,406.92,open,3.86,1
19/05/2021,410.78,close,1.02,1
20/05/2021,411.8,open,3.35,1
20/05/2021,415.15,close,1.72,1
21/05/2021,416.87,open,-1.89,0
21/05/2021,414.98,close,2.36,1
24/05/2021,417.34,open,1.83,1
24/05/2021,419.17,close,1.16,1
25/05/2021,420.33,open,-2,0
25/05/2021,418.33,close,0.54,1
26/05/2021,418.87,open,0.17,1
26/05/2021,419.04,close,1.13,1
27/05/2021,420.17,open,-0.99,0
27/05/2021,419.18,close,1.79,1
28/05/2021,420.97,open,-0.78,0
28/05/2021,420.19,close,2.38,1
01/06/2021,422.57,open,-2.9,0
01/06/2021,419.67,close,0.71,1
02/06/2021,420.38,open,0.01,1
02/06/2021,420.39,close,-2.54,0
03/06/2021,417.85,open,0.98,1
03/06/2021,418.83,close,1.92,1
04/06/2021,420.75,open,1.69,1
04/06/2021,422.44,close,0.15,1
07/06/2021,422.59,open,-0.33,0
07/06/2021,422.26,close,0.86,1
08/06/2021,423.12,open,-0.82,0
08/06/2021,422.3,close,0.88,1
09/06/2021,423.18,open,-1.51,0
09/06/2021,421.67,close,1.29,1
10/06/2021,422.96,open,0.65,1
10/06/2021,423.61,close,0.59,1
11/06/2021,424.2,open,0.11,1
11/06/2021,424.31,close,0.12,1
14/06/2021,424.43,open,0.83,1
14/06/2021,425.26,close,0.16,1
15/06/2021,425.42,open,-0.94,0
15/06/2021,424.48,close,0.15,1
16/06/2021,424.63,open,-2.52,0
16/06/2021,422.11,close,-0.44,0
17/06/2021,421.67,open,0.3,1
17/06/2021,421.97,close,-4.88,0
18/06/2021,417.09,open,-2.17,0
18/06/2021,414.92,close,1.88,1
21/06/2021,416.8,open,4.06,1
21/06/2021,420.86,close,-0.01,0
22/06/2021,420.85,open,2.26,1
22/06/2021,423.11,close,0.08,1
23/06/2021,423.19,open,-0.59,0
23/06/2021,422.6,close,2.29,1
24/06/2021,424.89,open,0.21,1
24/06/2021,425.1,close,0.8,1
25/06/2021,425.9,open,0.71,1
25/06/2021,426.61,close,0.56,1
28/06/2021,427.17,open,0.3,1
28/06/2021,427.47,close,0.41,1
29/06/2021,427.88,open,-0.18,0
29/06/2021,427.7,close,-0.49,0
30/06/2021,427.21,open,0.85,1
30/06/2021,428.06,close,0.81,1
01/07/2021,428.87,open,1.56,1
01/07/2021,430.43,close,1.24,1
02/07/2021,431.67,open,2.05,1
02/07/2021,433.72,close,0.06,1
06/07/2021,433.78,open,-0.85,0
06/07/2021,432.93,close,0.73,1
07/07/2021,433.66,open,0.8,1
07/07/2021,434.46,close,-5.68,0
08/07/2021,428.78,open,2.14,1
08/07/2021,430.92,close,1.61,1
09/07/2021,432.53,open,2.99,1
09/07/2021,435.52,close,-0.09,0
12/07/2021,435.43,open,1.65,1
12/07/2021,437.08,close,-0.84,0
13/07/2021,436.24,open,-0.65,0
13/07/2021,435.59,close,1.81,1
14/07/2021,437.4,open,-1.16,0
14/07/2021,436.24,close,-1.43,0
15/07/2021,434.81,open,-0.06,0
15/07/2021,434.75,close,1.26,1
16/07/2021,436.01,open,-4.67,0
16/07/2021,431.34,close,-5.15,0
19/07/2021,426.19,open,-1.22,0
19/07/2021,424.97,close,0.71,1
20/07/2021,425.68,open,5.38,1
20/07/2021,431.06,close,1.28,1
21/07/2021,432.34,open,2.21,1
21/07/2021,434.55,close,0.19,1
22/07/2021,434.74,open,0.72,1
22/07/2021,435.46,close,2.06,1
23/07/2021,437.52,open,2.42,1
23/07/2021,439.94,close,-0.63,0
26/07/2021,439.31,open,1.71,1
26/07/2021,441.02,close,-1.11,0
27/07/2021,439.91,open,-0.9,0
27/07/2021,439.01,close,0.67,1
28/07/2021,439.68,open,-0.85,0
28/07/2021,438.83,close,0.985,1
29/07/2021,439.815,open,0.835,1
29/07/2021,440.65,close,-2.74,0
30/07/2021,437.91,open,0.6,1
30/07/2021,438.51,close,1.83,1
02/08/2021,440.34,open,-2.75,0
02/08/2021,437.59,close,0.85,1
03/08/2021,438.44,open,2.71,1
03/08/2021,441.15,close,-1.37,0
04/08/2021,439.78,open,-0.8,0
04/08/2021,438.98,close,1.24,1
05/08/2021,440.22,open,1.54,1
05/08/2021,441.76,close,0.34,1
06/08/2021,442.1,open,0.39,1
06/08/2021,442.49,close,-0.03,0
09/08/2021,442.46,open,-0.33,0
09/08/2021,442.13,close,0.48,1
10/08/2021,442.61,open,0.07,1
10/08/2021,442.68,close,1.14,1
11/08/2021,443.82,open,-0.04,0
11/08/2021,443.78,close,-0.16,0
12/08/2021,443.62,open,1.49,1
12/08/2021,445.11,close,0.48,1
